total_sqft,bath,balcony,price,site_location,bedrooms
1656.0,3.0,2.0,80.0,Wakadewadi,3.0
1075.0,2.0,1.0,46.76,Wanowrie,2.0
1752.12,3.0,2.0,133.0,Warje,3.0
6000.0,8.0,0.0,220.0,Yerawada,8.0
1540.0,3.0,3.0,85.0,Alandi Road,3.0
665.0,1.0,2.0,32.0,Anandnagar,1.0
1145.0,2.0,1.0,54.0,Aundh Road,2.0
1185.0,2.0,2.0,41.0,Balaji Nagar,2.0
1200.0,3.0,1.0,190.0,Baner,3.0
1693.0,3.0,2.0,125.0,Baner road,3.0
2456.0,3.0,3.0,220.0,Bhandarkar Road,3.0
2559.0,3.0,2.0,403.0,Bhavani Peth,3.0
1155.0,2.0,1.0,40.6,Bibvewadi,2.0
1610.0,2.0,2.0,64.4,Bopodi,3.0
1200.0,3.0,2.0,56.58,Budhwar Peth,3.0
1530.0,2.0,1.0,185.0,Bund Garden Road,2.0
1709.0,3.0,1.0,80.0,Camp,3.0
840.0,1.0,1.0,150.0,Deccan Gymkhana,1.0
1400.0,2.0,1.0,50.0,Dehu Road,3.0
1200.0,2.0,1.0,42.0,Dhankawadi,2.0
1439.0,3.0,1.0,57.23,Dhayari Phata,3.0
1375.0,2.0,2.0,72.0,Dhole Patil Road,2.0
2990.0,5.0,3.0,416.0,Erandwane,5.0
1200.0,2.0,1.0,75.0,Fatima Nagar,3.0
1315.0,2.0,3.0,75.0,Fergusson College Road,2.0
1500.0,2.0,0.0,40.0,Ganesh Peth,2.0
3600.0,6.0,1.0,200.0,Ganeshkhind,6.0
1178.0,2.0,3.0,82.0,Ghorpade Peth,2.0
1430.0,3.0,2.0,59.0,Ghorpadi,3.0
1400.0,2.0,2.0,65.8,Gokhale Nagar,3.0
1093.0,2.0,2.0,72.0,Gultekdi,2.0
1200.0,2.0,1.0,45.0,Guruwar peth,2.0
5000.0,6.0,1.0,360.0,Hadapsar,5.0
1200.0,2.0,0.0,130.0,Hadapsar Industrial Estate,3.0
2210.0,3.0,2.0,156.0,Hingne Khurd,3.0
1150.0,2.0,2.0,70.0,Jangali Maharaj Road,2.0
1435.0,2.0,1.0,60.0,Kalyani Nagar,3.0
1173.0,2.0,1.0,78.2,Karve Road,2.0
1140.0,2.0,1.0,39.0,Kasba Peth,2.0
1717.0,3.0,3.0,120.0,Katraj,3.0
1370.0,3.0,2.0,67.0,Khadki,3.0
1025.0,2.0,1.0,90.0,Kharadi,2.0
1409.0,2.0,3.0,62.0,Kondhwa,3.0
1200.0,2.0,1.0,52.0,Kondhwa Budruk,2.0
1200.0,2.0,1.0,53.5,Kondhwa Khurd,2.0
1740.0,4.0,3.0,130.0,Koregaon Park,3.0
1232.0,2.0,1.0,88.0,Kothrud,2.0
1200.0,2.0,1.0,36.0,Law College Road,2.0
5924.0,4.0,3.0,625.0,Laxmi Road,4.0
1250.0,2.0,1.0,50.0,Lulla Nagar,2.0
1475.0,2.0,2.0,171.0,Mahatma Gandhi Road,2.0
2100.0,4.0,2.0,85.0,Mangalwar peth,4.0
552.0,1.0,1.0,23.5,Manik Bagh,1.0
1065.0,2.0,2.0,42.59,Market yard,3.0
1000.0,3.0,1.0,130.0,Model colony,3.0
1225.0,2.0,0.0,65.0,Mukund Nagar,2.0
650.0,1.0,0.0,16.0,Mundhawa,1.0
1067.0,2.0,2.0,52.0,Nagar Road,2.0
1364.0,2.0,2.0,56.0,Nana Peth,3.0
1750.0,3.0,3.0,75.0,Narayan Peth,3.0
1240.0,2.0,1.0,71.0,Narayangaon,2.0
1200.0,2.0,0.0,75.0,Navi Peth,2.0
1504.0,2.0,2.0,102.0,Parvati Darshan,3.0
1116.0,2.0,1.0,49.8,Pashan,2.0
2365.0,4.0,2.0,175.0,Paud Road,3.0
1308.0,2.0,2.0,37.0,Pirangut,2.0
864.0,2.0,0.0,45.0,Prabhat Road,2.0
1333.0,2.0,1.0,100.0,Raviwar Peth,2.0
1800.0,4.0,1.0,145.0,Sadashiv Peth,4.0
1698.0,3.0,2.0,107.0,Salunke Vihar,3.0
1275.0,2.0,2.0,43.6,Sasson Road,3.0
1060.0,2.0,1.0,48.0,Satara Road,2.0
1160.0,2.0,1.0,49.0,Senapati Bapat Road,2.0
1310.0,2.0,1.0,66.0,Sinhagad Road,2.0
1806.0,6.0,1.0,370.0,Somwar Peth,6.0
2145.0,3.0,2.0,165.0,Tilak Road,3.0
1693.0,3.0,1.0,125.0,Uruli Devachi,3.0
1230.0,3.0,3.0,60.0,Vadgaon Budruk,3.0
1200.0,3.0,1.0,145.0,Wadgaon Sheri,3.0
1310.0,2.0,1.0,37.83,Viman Nagar,3.0
1150.0,2.0,1.0,60.0,Vishrant Wadi,2.0
1385.0,2.0,2.0,66.5,Wagholi,3.0
1066.0,2.0,2.0,52.5,Wakadewadi,2.0
2293.0,3.0,2.0,80.26,Wanowrie,3.0
1625.0,3.0,3.0,92.0,Yerawada,3.0
1246.0,2.0,1.0,67.4,Alandi Road,2.0
2100.0,6.0,1.0,252.0,Ambegaon Budruk,4.0
2400.0,4.0,3.0,250.0,Anandnagar,4.0
1000.0,2.0,1.0,70.65,Aundh Road,2.0
907.0,2.0,2.0,38.0,Balaji Nagar,2.0
3500.0,4.0,0.0,138.0,Baner,4.0
1395.0,2.0,3.0,79.0,Baner road,3.0
1180.0,2.0,2.0,50.0,Bhandarkar Road,2.0
1903.0,6.0,2.0,140.0,Bhavani Peth,5.0
1175.0,2.0,1.0,47.0,Bibvewadi,2.0
1272.0,2.0,2.0,51.5,Bopodi,2.0
1490.0,2.0,1.0,92.0,Budhwar Peth,3.0
1144.0,2.0,2.0,67.0,Bund Garden Road,2.0
1143.0,2.0,1.0,53.0,Chandan Nagar,2.0
2500.0,3.0,2.0,190.0,Dapodi,3.0
1216.0,2.0,1.0,75.0,Deccan Gymkhana,2.0
1044.0,2.0,1.0,60.0,Dehu Road,2.0
1352.0,3.0,1.0,93.0,Dhankawadi,2.0
1552.0,3.0,3.0,75.0,Dhayari Phata,3.0
1785.0,3.0,2.0,120.0,Dhole Patil Road,3.0
810.0,2.0,2.0,34.5,Erandwane,2.0
1650.0,3.0,2.0,51.98,Fatima Nagar,3.0
1595.0,3.0,2.0,70.39,Fergusson College Road,3.0
1060.0,2.0,1.0,35.0,Ganesh Peth,2.0
1410.0,2.0,3.0,65.0,Ganeshkhind,3.0
1523.0,2.0,2.0,56.0,Ghorpade Peth,3.0
1591.0,3.0,1.0,122.0,Ghorpadi,3.0
1640.0,3.0,3.0,84.0,Gokhale Nagar,3.0
450.0,1.0,0.0,16.0,Gultekdi,1.0
1305.0,2.0,2.0,60.0,Guruwar peth,3.0
1590.0,3.0,1.0,54.0,Hadapsar,3.0
1240.0,2.0,3.0,45.0,Hadapsar Industrial Estate,2.0
1200.0,2.0,2.0,54.0,Hingne Khurd,2.0
1100.0,2.0,1.0,41.16,Jangali Maharaj Road,2.0
1180.0,2.0,1.0,128.0,Kalyani Nagar,2.0
1115.0,2.0,1.0,50.0,Karve Nagar,2.0
845.0,2.0,1.0,33.0,Karve Road,2.0
1567.2,2.0,0.0,190.0,Kasba Peth,3.0
1310.0,2.0,2.0,45.0,Katraj,3.0
959.0,2.0,1.0,42.5,Khadki,2.0
1200.0,4.0,1.0,140.0,Kharadi,4.0
883.0,2.0,1.0,37.0,Kondhwa,2.0
1050.0,2.0,2.0,55.5,Kondhwa Budruk,2.0
1390.0,2.0,2.0,70.21,Kondhwa Khurd,2.0
1280.0,2.0,2.0,69.0,Kothrud,3.0
1614.0,3.0,2.0,95.0,Laxmi Road,3.0
1000.0,2.0,0.0,58.0,Lulla Nagar,2.0
1196.0,2.0,2.0,57.9,Mahatma Gandhi Road,2.0
1220.0,3.0,2.0,57.0,Mangalwar peth,3.0
950.0,2.0,1.0,31.95,Manik Bagh,2.0
1141.0,2.0,1.0,55.0,Model colony,2.0
1200.0,2.0,2.0,51.0,Mukund Nagar,2.0
1380.0,2.0,2.0,55.0,Mundhawa,3.0
855.0,2.0,1.0,32.0,Nagar Road,2.0
645.0,1.0,1.0,16.45,Nana Peth,1.0
922.0,2.0,1.0,36.0,Narayan Peth,2.0
1200.0,2.0,2.0,43.2,Narayangaon,2.0
1240.0,2.0,2.0,65.0,Navi Peth,3.0
1070.0,2.0,2.0,42.0,Padmavati,2.0
1293.0,2.0,2.0,75.0,Parvati Darshan,2.0
1380.0,2.0,1.0,50.0,Pashan,3.0
1599.0,3.0,2.0,80.0,Paud Road,3.0
967.0,2.0,2.0,41.1,Pirangut,2.0
1885.0,3.0,3.0,90.0,Prabhat Road,3.0
860.0,2.0,2.0,65.5,Pune Railway Station,2.0
1050.0,2.0,1.0,63.5,Raviwar Peth,2.0
1595.0,3.0,2.0,88.0,Sadashiv Peth,3.0
1350.0,2.0,2.0,102.0,Sahakar Nagar,2.0
1204.0,2.0,2.0,45.0,Salunke Vihar,2.0
1035.0,2.0,2.0,49.0,Satara Road,2.0
1000.0,2.0,1.0,29.95,Senapati Bapat Road,2.0
1457.0,3.0,3.0,85.0,Shaniwar Peth,3.0
1194.0,2.0,2.0,47.0,Shivaji Nagar,2.0
1100.0,2.0,1.0,66.0,Shukrawar Peth,2.0
1655.0,3.0,3.0,120.0,Sinhagad Road,3.0
1691.2,3.0,1.0,115.0,Somwar Peth,3.0
1215.0,2.0,1.0,46.1,Swargate,2.0
1155.0,2.0,0.0,50.125,Tilak Road,2.0
1639.0,3.0,2.0,129.0,Uruli Devachi,3.0
1685.0,3.0,1.0,135.0,Vadgaon Budruk,3.0
1100.0,2.0,3.0,38.0,Viman Nagar,2.0
2122.0,3.0,2.0,125.0,Vishrant Wadi,3.0
1050.0,2.0,2.0,47.0,Wagholi,2.0
1230.0,2.0,2.0,45.0,Wakadewadi,2.0
1240.0,3.0,2.0,60.0,Wanowrie,3.0
1252.0,2.0,3.0,65.0,Warje,3.0
1374.0,2.0,2.0,88.0,Yerawada,3.0
500.0,1.0,1.0,30.0,Alandi Road,1.0
1355.0,3.0,2.0,83.87,Anandnagar,3.0
1040.0,2.0,3.0,45.0,Aundh,2.0
1350.0,2.0,2.0,68.0,Aundh Road,2.0
4003.0,6.0,3.0,300.0,Balaji Nagar,4.0
1560.0,3.0,1.0,90.0,Baner road,3.0
1151.0,2.0,1.0,43.16,Bhandarkar Road,2.0
1360.0,2.0,2.0,47.59,Bhavani Peth,3.0
1250.0,2.0,2.0,60.0,Bibvewadi,2.0
1110.0,2.0,2.0,29.97,Bopodi,3.0
1015.0,2.0,2.0,50.0,Budhwar Peth,2.0
1351.0,2.0,2.0,78.0,Bund Garden Road,3.0
960.0,2.0,2.0,50.0,Camp,2.0
1110.0,2.0,2.0,52.0,Chandan Nagar,2.0
1680.0,3.0,2.0,72.0,Dapodi,3.0
2400.0,3.0,1.0,180.0,Deccan Gymkhana,3.0
11000.0,5.0,3.0,2000.0,Dehu Road,4.0
1350.0,3.0,2.0,48.6,Dhankawadi,3.0
1254.0,2.0,2.0,47.0,Dhayari Phata,2.0
1255.0,3.0,2.0,115.0,Dhole Patil Road,3.0
1051.0,2.0,3.0,61.0,Erandwane,2.0
1200.0,3.0,1.0,205.0,Fatima Nagar,3.0
1099.0,2.0,2.0,65.0,Fergusson College Road,2.0
2650.0,4.0,3.0,199.0,Ganesh Peth,3.0
2000.0,2.0,1.0,160.0,Ganeshkhind,4.0
1541.0,2.0,2.0,130.0,Ghorpade Peth,2.0
1200.0,3.0,2.0,70.0,Ghorpadi,3.0
1125.0,2.0,2.0,45.0,Gokhale Nagar,2.0
1650.0,3.0,2.0,85.0,Gultekdi,3.0
834.0,1.0,1.0,62.0,Guruwar peth,1.0
1320.0,3.0,2.0,60.0,Hadapsar,3.0
1200.0,3.0,1.0,149.0,Hadapsar Industrial Estate,3.0
1500.0,3.0,2.0,74.0,Jangali Maharaj Road,3.0
4400.0,5.0,2.0,500.0,Kalyani Nagar,4.0
600.0,1.0,0.0,52.0,Karve Road,1.0
1180.0,2.0,2.0,70.0,Kasba Peth,2.0
1010.0,2.0,1.0,50.0,Katraj,2.0
1070.0,2.0,1.0,38.0,Khadaki,2.0
1580.0,3.0,3.0,105.0,Khadki,3.0
1920.0,3.0,2.0,130.0,Kondhwa Budruk,3.0
1200.0,2.0,1.0,76.0,Kondhwa Khurd,3.0
1040.0,2.0,2.0,45.0,Koregaon Park,2.0
1430.0,2.0,2.0,90.0,Kothrud,3.0
1215.0,2.0,2.0,52.85,Law College Road,3.0
650.0,1.0,1.0,70.0,Laxmi Road,1.0
1564.0,3.0,1.0,105.0,Lulla Nagar,3.0
750.0,2.0,0.0,58.0,Mangalwar peth,2.0
1200.0,2.0,2.0,60.0,Manik Bagh,2.0
1128.0,2.0,1.0,48.79,Market yard,2.0
1200.0,2.0,2.0,44.4,Model colony,2.0
2000.0,4.0,1.0,135.0,Mukund Nagar,4.0
2400.0,4.0,2.0,480.0,Nagar Road,4.0
1650.0,3.0,3.0,105.0,Nana Peth,3.0
1235.0,2.0,2.0,148.0,Narayan Peth,2.0
1200.0,2.0,2.0,55.0,Narayangaon,2.0
985.0,2.0,2.0,42.0,Padmavati,2.0
1475.0,2.0,2.0,63.0,Parvati Darshan,3.0
3450.0,5.0,0.0,348.0,Pashan,3.0
1157.0,2.0,1.0,53.99,Paud Road,3.0
900.0,2.0,3.0,35.0,Pirangut,2.0
2500.0,3.0,2.0,120.0,Prabhat Road,4.0
1030.0,2.0,1.0,60.0,Pune Railway Station,2.0
1000.0,2.0,1.0,46.0,Rasta Peth,2.0
3800.0,3.0,3.0,325.0,Raviwar Peth,4.0
4260.0,4.0,2.0,333.0,Sadashiv Peth,4.0
1950.0,6.0,3.0,175.0,Sahakar Nagar,5.0
1570.0,2.0,2.0,65.94,Salunke Vihar,3.0
1283.0,2.0,2.0,68.0,Sasson Road,2.0
1200.0,2.0,2.0,52.0,Senapati Bapat Road,2.0
2700.0,3.0,0.0,500.0,Shaniwar Peth,3.0
2400.0,2.0,3.0,180.0,Shivaji Nagar,3.0
1250.0,2.0,2.0,68.75,Shukrawar Peth,3.0
3630.0,6.0,1.0,196.0,Sinhagad Road,4.0
990.0,2.0,2.0,37.62,Somwar Peth,2.0
1199.0,2.0,1.0,85.0,Swargate,2.0
1280.0,2.0,2.0,90.0,Tilak Road,2.0
2750.0,4.0,0.0,413.0,Uruli Devachi,4.0
1190.0,2.0,1.0,55.0,Vadgaon Budruk,2.0
1100.0,2.0,2.0,60.0,Wadgaon Sheri,2.0
2075.0,3.0,1.0,175.0,Viman Nagar,3.0
1133.0,2.0,1.0,55.0,Vishrant Wadi,2.0
2400.0,3.0,3.0,140.0,Wagholi,4.0
1280.0,2.0,2.0,69.0,Wakadewadi,2.0
1250.0,3.0,2.0,65.0,Wanowrie,3.0
1565.0,2.0,2.0,49.3,Warje,3.0
1900.0,3.0,0.0,65.0,Yerawada,3.0
1080.0,2.0,2.0,45.0,Alandi Road,2.0
600.0,1.0,0.0,47.0,Ambegaon Budruk,1.0
1240.0,4.0,1.0,180.0,Anandnagar,3.0
1335.0,2.0,1.0,87.0,Aundh,3.0
1246.0,2.0,1.0,67.3,Aundh Road,2.0
1385.0,3.0,1.0,55.0,Baner,3.0
1578.0,3.0,1.0,73.9,Baner road,3.0
1140.0,2.0,2.0,46.0,Bhandarkar Road,2.0
1700.0,3.0,1.0,79.9,Bhavani Peth,3.0
1120.0,2.0,1.0,70.0,Bopodi,2.0
435.0,1.0,1.0,22.0,Budhwar Peth,1.0
1116.0,2.0,1.0,51.89,Bund Garden Road,2.0
1480.0,3.0,2.0,95.0,Camp,3.0
1000.0,2.0,2.0,50.0,Chandan Nagar,2.0
1145.0,2.0,2.0,46.0,Dapodi,2.0
800.0,1.0,1.0,32.0,Deccan Gymkhana,2.0
1265.0,2.0,1.0,83.0,Dehu Road,2.0
1700.0,3.0,0.0,88.2,Dhankawadi,3.0
1475.0,2.0,1.0,70.0,Dhayari Phata,2.0
1265.0,2.0,2.0,55.0,Dhole Patil Road,2.0
1200.0,2.0,0.0,58.0,Erandwane,2.0
2180.0,3.0,2.0,210.0,Fatima Nagar,3.0
1080.0,2.0,3.0,50.0,Fergusson College Road,2.0
2023.0,4.0,2.0,130.0,Ganesh Peth,3.0
2400.0,2.0,3.0,125.0,Ganeshkhind,2.0
1545.0,2.0,2.0,66.0,Ghorpade Peth,3.0
1804.0,3.0,2.0,166.0,Ghorpadi,3.0
1200.0,2.0,1.0,200.0,Gokhale Nagar,2.0
1108.0,2.0,1.0,74.23,Guruwar peth,2.0
1730.0,3.0,2.0,115.0,Hadapsar,3.0
1427.0,2.0,3.0,70.0,Hadapsar Industrial Estate,3.0
935.0,2.0,1.0,35.53,Hingne Khurd,2.0
1073.0,2.0,2.0,31.77,Jangali Maharaj Road,2.0
960.0,2.0,3.0,37.0,Kalyani Nagar,2.0
2215.0,4.0,2.0,150.0,Karve Nagar,3.0
1125.0,2.0,1.0,32.49,Karve Road,2.0
1230.0,2.0,3.0,55.0,Kasba Peth,2.0
1080.0,2.0,2.0,75.0,Khadaki,2.0
1200.0,1.0,1.0,103.0,Kharadi,2.0
1590.0,3.0,2.0,58.0,Kondhwa,3.0
1350.0,3.0,2.0,68.0,Kondhwa Budruk,3.0
1400.0,2.0,2.0,48.0,Kondhwa Khurd,3.0
1560.0,2.0,3.0,72.0,Koregaon Park,3.0
1810.0,3.0,2.0,57.0,Kothrud,4.0
2274.24,4.0,1.0,160.0,Law College Road,3.0
1484.0,3.0,1.0,74.18,Laxmi Road,3.0
1650.0,3.0,3.0,220.0,Lulla Nagar,3.0
1455.0,2.0,2.0,55.0,Mahatma Gandhi Road,3.0
2280.0,4.0,2.0,184.0,Mangalwar peth,3.0
2079.0,3.0,3.0,220.0,Market yard,3.0
1351.0,2.0,2.0,74.0,Model colony,2.0
1223.0,2.0,2.0,42.81,Mukund Nagar,3.0
1430.0,2.0,1.0,61.0,Mundhawa,3.0
3589.0,5.0,0.0,400.0,Nagar Road,4.0
1310.0,2.0,2.0,37.83,Nana Peth,3.0
1800.0,4.0,1.0,300.0,Narayan Peth,4.0
984.0,2.0,1.0,55.0,Navi Peth,2.0
1770.0,3.0,3.0,100.0,Padmavati,3.0
900.0,3.0,1.0,105.0,Parvati Darshan,2.0
1447.0,2.0,1.0,75.97,Paud Road,2.0
1140.0,2.0,1.0,60.0,Pirangut,2.0
1170.0,2.0,3.0,34.0,Prabhat Road,2.0
1160.0,2.0,2.0,46.39,Pune Railway Station,2.0
1296.0,2.0,1.0,89.0,Rasta Peth,2.0
1570.0,3.0,2.0,80.0,Raviwar Peth,3.0
1495.0,2.0,2.0,65.0,Sadashiv Peth,3.0
1530.0,2.0,2.0,67.0,Sahakar Nagar,3.0
1800.0,3.0,1.0,70.0,Sasson Road,3.0
1088.0,2.0,2.0,48.0,Satara Road,2.0
1533.0,3.0,1.0,98.18,Senapati Bapat Road,3.0
1100.0,2.0,1.0,68.0,Shaniwar Peth,2.0
1540.0,3.0,3.0,90.0,Shivaji Nagar,3.0
1040.0,2.0,1.0,68.59,Sinhagad Road,2.0
1260.0,2.0,1.0,39.69,Swargate,2.0
1180.0,2.0,1.0,41.3,Tilak Road,2.0
1245.0,2.0,2.0,100.0,Uruli Devachi,2.0
1350.0,3.0,0.0,75.0,Vadgaon Budruk,3.0
1464.0,3.0,2.0,56.0,Wadgaon Sheri,3.0
470.0,2.0,1.0,10.0,Viman Nagar,1.0
920.0,2.0,2.0,60.0,Vishrant Wadi,2.0
2300.0,7.0,0.0,160.0,Wagholi,6.0
1124.0,2.0,1.0,30.35,Wakadewadi,2.0
2095.0,3.0,1.0,109.0,Wanowrie,4.0
1100.0,2.0,1.0,71.42,Warje,2.0
1019.0,2.0,1.0,58.0,Yerawada,2.0
1756.0,3.0,2.0,128.0,Alandi Road,3.0
1280.0,3.0,1.0,50.0,Ambegaon Budruk,3.0
1200.0,3.0,2.0,125.0,Anandnagar,4.0
1700.0,3.0,2.0,150.0,Aundh,3.0
2134.0,4.0,2.0,118.0,Aundh Road,3.0
1369.1,2.0,1.0,98.0,Balaji Nagar,2.0
2515.0,4.0,3.0,155.0,Bhandarkar Road,3.0
2215.0,4.0,2.0,154.0,Bhavani Peth,3.0
1440.0,3.0,2.0,72.0,Bibvewadi,3.0
1186.0,2.0,2.0,55.33,Bopodi,3.0
1350.0,2.0,2.0,47.24,Budhwar Peth,3.0
1800.0,3.0,2.0,140.0,Bund Garden Road,3.0
1600.0,3.0,3.0,79.0,Camp,3.0
1000.0,2.0,1.0,35.0,Chandan Nagar,2.0
2275.0,3.0,3.0,285.0,Dapodi,3.0
1305.0,2.0,1.0,59.0,Deccan Gymkhana,3.0
1740.0,3.0,1.0,150.0,Dehu Road,3.0
900.0,2.0,1.0,90.0,Dhankawadi,2.0
1567.0,3.0,0.0,140.0,Dhayari Phata,2.0
1082.0,2.0,1.0,45.5,Dhole Patil Road,3.0
1050.0,2.0,1.0,80.0,Erandwane,2.0
1200.0,2.0,1.0,56.0,Fatima Nagar,2.0
3500.0,4.0,2.0,185.0,Fergusson College Road,3.0
1220.0,2.0,2.0,52.0,Ganesh Peth,2.0
1970.0,3.0,2.0,164.0,Ganeshkhind,3.0
2665.0,3.0,1.0,350.0,Ghorpade Peth,3.0
2130.0,4.0,0.0,120.0,Ghorpadi,4.0
1749.0,3.0,2.0,120.0,Gokhale Nagar,3.0
1260.0,2.0,1.0,108.0,Gultekdi,2.0
1170.0,2.0,2.0,120.0,Hadapsar,2.0
1670.0,3.0,2.0,75.0,Hadapsar Industrial Estate,3.0
2264.0,3.0,2.0,168.0,Hingne Khurd,3.0
1100.0,2.0,2.0,55.0,Kalyani Nagar,2.0
674.0,1.0,1.0,19.9,Karve Nagar,2.0
1320.0,2.0,1.0,160.0,Karve Road,2.0
1125.0,2.0,2.0,65.0,Katraj,2.0
1125.0,2.0,2.0,44.5,Khadaki,2.0
700.0,2.0,1.0,29.0,Khadki,2.0
1300.0,2.0,1.0,75.0,Kharadi,3.0
1600.0,3.0,2.0,83.0,Kondhwa,3.0
1052.0,2.0,1.0,60.0,Kondhwa Budruk,3.0
1130.0,2.0,2.0,36.0,Koregaon Park,2.0
2200.0,3.0,3.0,220.0,Law College Road,3.0
1500.0,2.0,1.0,63.0,Laxmi Road,3.0
1350.0,3.0,1.0,47.25,Lulla Nagar,3.0
1230.0,2.0,2.0,52.0,Mahatma Gandhi Road,3.0
1520.0,2.0,2.0,85.0,Mangalwar peth,3.0
525.0,1.0,1.0,26.25,Manik Bagh,1.0
1040.0,2.0,1.0,61.0,Market yard,2.0
1300.0,2.0,1.0,67.0,Model colony,3.0
2690.0,4.0,3.0,201.0,Mukund Nagar,4.0
780.0,1.0,1.0,70.0,Mundhawa,1.0
1140.0,2.0,1.0,51.2,Nagar Road,2.0
1225.0,3.0,1.0,33.08,Nana Peth,3.0
646.0,1.0,0.0,25.84,Narayan Peth,1.0
1600.0,3.0,1.0,150.0,Narayangaon,3.0
1890.0,4.0,3.0,125.0,Navi Peth,3.0
1050.0,2.0,1.0,34.0,Padmavati,2.0
1458.0,2.0,2.0,62.0,Pashan,3.0
1970.0,3.0,2.0,160.0,Pirangut,3.0
1808.0,4.0,0.0,80.0,Prabhat Road,3.0
1007.0,2.0,1.0,67.0,Pune Railway Station,2.0
1105.0,2.0,1.0,50.0,Rasta Peth,2.0
1700.0,3.0,3.0,150.0,Raviwar Peth,3.0
1170.0,2.0,3.0,50.0,Sadashiv Peth,2.0
1080.0,2.0,3.0,45.0,Sahakar Nagar,2.0
1150.0,2.0,1.0,62.0,Salunke Vihar,3.0
1200.0,2.0,1.0,57.9,Sasson Road,2.0
1200.0,2.0,1.0,54.0,Satara Road,2.0
1656.0,3.0,2.0,75.0,Senapati Bapat Road,3.0
1040.0,2.0,2.0,50.0,Shivaji Nagar,2.0
1085.0,2.0,2.0,33.7,Shukrawar Peth,2.0
1215.0,2.0,2.0,49.75,Sinhagad Road,3.0
2150.0,4.0,2.0,115.0,Somwar Peth,4.0
1210.0,2.0,1.0,77.0,Tilak Road,2.0
1050.0,2.0,1.0,55.0,Uruli Devachi,2.0
1920.0,3.0,2.0,150.0,Wadgaon Sheri,3.0
1250.0,2.0,1.0,50.0,Viman Nagar,3.0
947.55,2.0,1.0,80.0,Vishrant Wadi,2.0
1421.0,2.0,1.0,90.0,Wagholi,2.0
1425.0,2.0,2.0,74.31,Wanowrie,3.0
1162.0,2.0,1.0,58.0,Warje,2.0
905.0,1.0,1.0,60.0,Yerawada,1.0
914.0,2.0,1.0,32.0,Alandi Road,2.0
1258.0,2.0,0.0,58.0,Ambegaon Budruk,2.0
3500.0,4.0,1.0,289.0,Aundh,4.0
1537.0,2.0,3.0,70.0,Baner,3.0
1230.0,2.0,2.0,53.51,Baner road,3.0
2400.0,5.0,2.0,300.0,Bhandarkar Road,6.0
2250.0,3.0,1.0,200.0,Bhavani Peth,3.0
2000.0,4.0,1.0,69.0,Bibvewadi,4.0
3000.0,4.0,3.0,130.0,Bopodi,8.0
2600.0,4.0,0.0,325.0,Budhwar Peth,4.0
3200.0,3.0,2.0,250.0,Bund Garden Road,4.0
950.0,2.0,0.0,32.0,Camp,2.0
1282.0,2.0,1.0,48.72,Dapodi,3.0
1304.0,2.0,0.0,111.0,Deccan Gymkhana,2.0
2100.0,3.0,2.0,200.0,Dehu Road,3.0
1220.0,2.0,2.0,49.0,Dhankawadi,3.0
1636.0,3.0,2.0,85.0,Dhayari Phata,3.0
1415.0,3.0,1.0,65.0,Dhole Patil Road,3.0
1728.0,3.0,2.0,125.0,Fatima Nagar,3.0
1680.0,3.0,3.0,125.0,Fergusson College Road,3.0
1235.0,2.0,1.0,140.0,Ganesh Peth,2.0
3990.0,4.0,1.0,260.0,Ghorpade Peth,4.0
1495.0,2.0,2.0,83.0,Ghorpadi,2.0
1500.0,5.0,1.0,175.0,Gokhale Nagar,5.0
2501.0,3.0,3.0,138.0,Gultekdi,3.0
381.0,1.0,0.0,28.0,Guruwar peth,1.0
3301.8,5.0,2.0,570.0,Hadapsar,4.0
2002.0,3.0,2.0,120.0,Hadapsar Industrial Estate,3.0
3200.0,3.0,0.0,260.0,Hingne Khurd,3.0
1200.0,2.0,2.0,70.0,Jangali Maharaj Road,2.0
1500.0,3.0,0.0,235.0,Kalyani Nagar,4.0
660.0,1.0,0.0,95.0,Kasba Peth,1.0
1200.0,6.0,2.0,170.0,Katraj,4.0
1450.0,3.0,2.0,90.0,Khadaki,3.0
1039.0,2.0,1.0,50.0,Khadki,2.0
1210.0,2.0,1.0,80.0,Kharadi,2.0
995.0,1.0,1.0,24.88,Kondhwa,2.0
1620.0,3.0,2.0,90.0,Kondhwa Budruk,3.0
3204.0,4.0,3.0,395.0,Kondhwa Khurd,3.0
3408.0,3.0,3.0,260.0,Koregaon Park,3.0
1314.0,2.0,3.0,55.0,Kothrud,2.0
945.0,2.0,1.0,33.0,Law College Road,2.0
1374.0,3.0,2.0,72.0,Laxmi Road,3.0
1603.0,3.0,3.0,113.0,Lulla Nagar,3.0
1230.0,2.0,2.0,52.0,Mahatma Gandhi Road,3.0
670.0,1.0,1.0,50.0,Mangalwar peth,1.0
1864.0,3.0,2.0,105.0,Manik Bagh,4.0
2500.0,3.0,2.0,100.0,Market yard,3.0
1625.0,2.0,2.0,54.0,Model colony,3.0
1186.0,2.0,3.0,55.0,Mukund Nagar,2.0
770.0,1.0,1.0,39.9,Nagar Road,2.0
1085.0,2.0,1.0,45.0,Nana Peth,2.0
3754.0,6.0,2.0,480.0,Narayan Peth,4.0
1893.0,3.0,2.0,115.0,Narayangaon,3.0
1496.0,2.0,3.0,78.0,Padmavati,3.0
1305.0,3.0,1.0,33.28,Parvati Darshan,3.0
1550.0,2.0,2.0,82.0,Pashan,3.0
